x_m,y_m,distance_m,mean_diameter_m,cvar_diameter_m,composite_m,cost_s
715,-505,875.35707,69.42898475,127.1231985,98.27609162,343.9616085
715,-500,872.4820915,69.63212329,127.7970837,98.71460347,344.1178974
715,500,872.4820915,69.63212329,127.7970837,98.71460347,344.1178974
715,505,875.35707,69.42898475,127.1231985,98.27609162,343.9616085
715,510,878.251103,69.23283639,126.4658641,97.84935026,343.8287596
715,515,881.1640029,69.04291512,125.8186035,97.43075931,343.7132761
715,520,884.0955831,68.85938543,125.1894989,97.02444215,343.621997
715,525,887.0456584,68.68222798,124.5883959,96.63531193,343.5630788
715,530,890.0140448,68.51129024,124.0059347,96.25861245,343.5285529
715,535,893.0005599,68.34628334,123.4378899,95.89208661,343.5146188
715,540,896.0050223,68.18621222,122.8798928,95.53305252,343.5167678
715,545,899.0272521,68.03164716,122.3336498,95.1826485,343.5368623
715,550,902.0670707,67.88236791,121.7997747,94.84107131,343.5751946
715,555,905.1243009,67.73792206,121.2751354,94.50652872,343.6287404
715,560,908.1987668,67.59867594,120.7637169,94.18119644,343.701093
715,565,911.290294,67.46381286,120.2596076,93.86171023,343.786607
715,570,914.3987095,67.33332544,119.765687,93.54950621,343.8876429
715,575,917.5238417,67.20728504,119.2790618,93.24317344,344.0018132
715,580,920.6655202,67.08603791,118.8035779,92.94480792,344.1325795
715,585,923.8235762,66.96925449,118.3389379,92.65409621,344.2793851
715,590,926.9978425,66.85663491,117.8848548,92.37074488,344.4417073
715.0050645,-593.3195827,929.11806,66.78399667,117.5884201,92.18620838,344.5580084
715.0050645,-497.8551403,871.2588496,69.72100881,128.0905671,98.90578797,344.192078
715.0050645,497.8551403,871.2588496,69.72100881,128.0905671,98.90578797,344.192078
715.0050645,593.3195827,929.11806,66.78399667,117.5884201,92.18620838,344.5580084
717.4145939,-596.3606398,932.9146329,66.58170559,117.0112536,91.7964796,344.6673915
717.4145939,-496.4073489,872.4127209,69.616166,127.9118788,98.76402242,344.1864368
717.4145939,496.4073489,872.4127209,69.616166,127.9118788,98.76402242,344.1864368
717.4145939,596.3606398,932.9146329,66.58170559,117.0112536,91.7964796,344.6673915
719.8241233,-599.3776327,936.6964904,66.38386177,116.4471537,91.41550774,344.788435
719.8241233,-494.9595576,873.5741137,69.5119647,127.7330746,98.62251965,344.1827382
719.8241233,494.9595576,873.5741137,69.5119647,127.7330746,98.62251965,344.1827382
719.8241233,599.3776327,936.6964904,66.38386177,116.4471537,91.41550774,344.788435
720,-595,934.0369372,66.4629131,116.7974057,91.63015942,344.6144883
720,-590,930.8598176,66.56849715,117.2345044,91.90150077,344.431567
720,-585,927.6987658,66.67845627,117.6824751,92.18046569,344.2645727
720,-580,924.5539465,66.79267956,118.1408917,92.46678565,344.1130906
720,-575,921.425526,66.911202,118.6100384,92.76062022,343.9774199
720,-570,918.3136719,67.03437401,119.0902095,93.06229176,343.8581318
720,-565,915.2185531,67.16235381,119.5817099,93.37203187,343.7556464
720,-560,912.1403401,67.2948855,120.0828076,93.68884655,343.66834
720,-555,909.0792045,67.43182514,120.5907213,94.01127321,343.5938079
720,-550,906.0353194,67.57346695,121.1092026,94.34133479,343.5354583
720,-545,903.0088593,67.72011592,121.6382393,94.67917762,343.4935702
720,-540,900,67.87156801,122.1774266,95.02449728,343.4676709
720,-535,897.0089186,68.02862178,122.7296828,95.3791523,343.4608953
720,-530,894.0357935,68.19120254,123.2939059,95.74255421,343.4722977
720,-525,891.0808044,68.35894471,123.8681716,96.11355817,343.5000049
720,-520,888.1441324,68.53263394,124.4560958,96.49436485,343.5477231
720,-515,885.2259599,68.71269385,125.0612173,96.88695556,343.6187927
720,-510,882.3264702,68.89912308,125.6944479,97.29678547,343.7223479
720,-505,879.4458482,69.09220875,126.3497262,97.72096746,343.8536109
720,-500,876.58428,69.29185755,127.0175022,98.15467989,344.0045782
720,-495,873.7419528,69.49825451,127.6998193,98.59903688,344.177145
720,495,873.7419528,69.49825451,127.6998193,98.59903688,344.177145
720,500,876.58428,69.29185755,127.0175022,98.15467989,344.0045782
720,505,879.4458482,69.09220875,126.3497262,97.72096746,343.8536109
720,510,882.3264702,68.89912308,125.6944479,97.29678547,343.7223479
720,515,885.2259599,68.71269385,125.0612173,96.88695556,343.6187927
720,520,888.1441324,68.53263394,124.4560958,96.49436485,343.5477231
720,525,891.0808044,68.35894471,123.8681716,96.11355817,343.5000049
720,530,894.0357935,68.19120254,123.2939059,95.74255421,343.4722977
720,535,897.0089186,68.02862178,122.7296828,95.3791523,343.4608953
720,540,900,67.87156801,122.1774266,95.02449728,343.4676709
720,545,903.0088593,67.72011592,121.6382393,94.67917762,343.4935702
