multiplier,weight,x_m,y_m,distance_m,mean_diameter_m,cvar_diameter_m,max_diameter_m,composite_m,cost_s
1.0,10.35550289852968,445.0,267.3829754672644,519.151861760822,31.117349167405422,50.204547559528244,52.71199972164772,40.66094836346683,193.04328607913368
