multiplier,weight,x_m,y_m,distance_m,mean_diameter_m,cvar_diameter_m,max_diameter_m,composite_m,cost_s
1.0,10.93647481058083,297.0,180.25818570826812,347.42195312737,20.73086188969308,33.33067813947888,34.95004837220383,27.03077001458598,133.6086577004986
