multiplier,weight,x_m,y_m,distance_m,mean_diameter_m,cvar_diameter_m,max_diameter_m,composite_m,cost_s
1.0,8.655338488189274,668.0,437.0,798.2436971251324,55.39273732165569,93.92842912744248,98.25808936430606,74.66058322454909,293.89126333184606
