multiplier,weight,x_m,y_m,distance_m,mean_diameter_m,cvar_diameter_m,max_diameter_m,composite_m,cost_s
0.25,2.474004036213617,666.8144759063352,526.8109671640482,849.8066488340512,33.47084098929018,42.25959197279852,46.70872391363198,37.86521648104435,193.69706944805148
0.5,4.948008072427234,666.8144759063352,526.8109671640482,849.8066488340512,33.47084098929018,42.25959197279852,46.70872391363198,37.86521648104435,212.43280912929268
1.0,9.896016144854467,666.8144759063352,526.8109671640482,849.8066488340512,33.47084098929018,42.25959197279852,46.70872391363198,37.86521648104435,249.9042884917751
2.0,19.792032289708935,666.8144759063352,526.8109671640482,849.8066488340512,33.47084098929018,42.25959197279852,46.70872391363198,37.86521648104435,324.84724721674
4.0,39.58406457941787,666.8144759063352,526.8109671640482,849.8066488340512,33.47084098929018,42.25959197279852,46.70872391363198,37.86521648104435,474.7331646666697
