multiplier,weight,x_m,y_m,distance_m,mean_diameter_m,cvar_diameter_m,max_diameter_m,composite_m,cost_s
1.0,8.338253577354509,764.0,526.0,927.5623968229846,65.67281925533538,117.4992634409762,124.01871072181169,91.58604134815579,343.2460067459965
