multiplier,weight,x_m,y_m,distance_m,mean_diameter_m,cvar_diameter_m,max_diameter_m,composite_m,cost_s
1.0,7.695792901919276,770.0,525.0,931.9468868986044,68.25366070973524,117.16743117013698,122.92436213472612,92.71054593993611,334.08560965524515
