multiplier,weight,x_m,y_m,distance_m,mean_diameter_m,cvar_diameter_m,max_diameter_m,composite_m,cost_s
1.0,11.024968071637485,593.75,356.76099254761397,692.6885795966025,41.432359756300144,66.82288216374808,70.14700582213065,54.12762096002411,262.8887744949128
